feature_importance_list
"[0.93598004 0.93592291 0.93580865 0.93558013 0.93512308 0.93420898
 0.93238078 0.92872438 0.92141159 0.90678601 0.87760639 0.81906456
 0.70202788 0.46801859 0.        ]"
