train_acc_list,train_loss_list,valid_acc_list,valid_loss_list
"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[2.936511700651346, 2.9437070436581054, 2.9509023866648647, 2.9580977296716235, 2.9652930726783824, 2.972488415685141, 2.9796837586919005, 2.9868791016986593, 2.994074444705418, 3.0012697877121775, 3.0084651307189363, 3.0156604737256947, 3.022855816732454, 3.0300511597392132, 3.0372465027459716, 3.044441845752731, 3.05163718875949, 3.058832531766249, 3.066027874773008, 3.0732232177797663, 3.0804185607865255, 3.087613903793285, 3.094809246800043, 3.102004589806803, 3.1091999328135613, 3.11639527582032, 3.1235906188270794, 3.1307859618338387, 3.137981304840597, 3.1451766478473564, 3.1523719908541152, 3.159567333860874, 3.1667626768676334, 3.173958019874392, 3.181153362881151, 3.1883487058879103, 3.1955440488946687, 3.2027393919014284, 3.2099347349081873, 3.217130077914946, 3.2243254209217045, 3.231520763928464, 3.2387161069352226, 3.245911449941982, 3.253106792948741, 3.2603021359554996, 3.267497478962259, 3.2746928219690172, 3.2818881649757765, 3.289083507982536]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[1.3030901324843223, 1.3030616213984874, 1.303033110312652, 1.3030045992268167, 1.3029760881409818, 1.3029475770551462, 1.3029190659693106, 1.3028905548834753, 1.30286204379764, 1.302833532711805, 1.3028050216259697, 1.302776510540134, 1.3027479994542992, 1.3027194883684636, 1.3026909772826283, 1.302662466196793, 1.3026339551109576, 1.3026054440251227, 1.3025769329392871, 1.3025484218534515, 1.3025199107676166, 1.3024913996817813, 1.302462888595946, 1.3024343775101106, 1.3024058664242752, 1.3023773553384403, 1.3023488442526048, 1.3023203331667692, 1.3022918220809343, 1.302263310995099, 1.3022347999092636, 1.3022062888234283, 1.3021777777375927, 1.3021492666517578, 1.3021207555659222, 1.3020922444800869, 1.302063733394252, 1.3020352223084166, 1.3020067112225813, 1.3019782001367457, 1.3019496890509101, 1.3019211779650752, 1.3018926668792399, 1.3018641557934045, 1.3018356447075696, 1.3018071336217343, 1.301778622535899, 1.3017501114500634, 1.301721600364228, 1.3016930892783924]"
